"gene","start","end"
"PF3D7_0502400",109846,112484
"PF3D7_0502500",114149,115933
"PF3D7_0502600",116198,120058
"PF3D7_0502700",120060,121732
"PF3D7_0502800",122377,123300
"PF3D7_0502900",122938,124276
"PF3D7_0503000",125012,126861
"PF3D7_0503100",126662,128917
"PF3D7_0503200",130209,133825
"PF3D7_0503300",134119,137344
"PF3D7_0503400",139481,142206
"PF3D7_0503500",142470,145987
"PF3D7_0503600",146352,150733
"PF3D7_0503800",151316,153014
"PF3D7_0503900",153455,156762
"PF3D7_0504000",157065,165442
"PF3D7_0504100",165089,166846
"PF3D7_0504200",167258,169809
"PF3D7_0504300",169539,170888
"PF3D7_0504400",172042,174574
"PF3D7_0504500",174882,176765
"PF3D7_0504600",177390,179177
"PF3D7_0504700",179898,187747
"PF3D7_0504800",187586,205020
"PF3D7_0504900",206397,208680
"PF3D7_0505000",208676,219273
"PF3D7_0505100",219562,230001
"PF3D7_0505200",230206,232507
"PF3D7_0505300",233139,235836
"PF3D7_0505400",235735,238864
"PF3D7_0505500",238878,243954
"PF3D7_0505600",245653,247093
"PF3D7_0505700",247142,250905
"PF3D7_0505800",251337,253815
"PF3D7_0505900",254058,256048
"PF3D7_0506000",256063,257694
"PF3D7_0506100",256330,259207
"PF3D7_0506200",259462,260835
"PF3D7_0506300",260639,262284
"PF3D7_0506400",262672,263925
"PF3D7_0506500",264456,278345
"PF3D7_0506600",278774,279495
"PF3D7_0506700",280493,283639
"PF3D7_0506800",283669,288351
"PF3D7_0506900",288024,291540
"PF3D7_0507000",292305,294463
"PF3D7_0507100",294476,297505
"PF3D7_0507200",298070,301000
"PF3D7_0507300",301508,305191
"PF3D7_0507400",305282,306963
"PF3D7_0507500",307090,310120
"PF3D7_0507600",311816,315368
"PF3D7_0507700",316610,319032
"PF3D7_0507800",320839,327413
"PF3D7_0507900",327656,328316
"PF3D7_0508000",328346,330436
"PF3D7_0508100",331618,337242
"PF3D7_0508200",336882,340121
"PF3D7_0508300",340652,344452
"PF3D7_0508400",344931,346744
"PF3D7_0508500",346728,355169
"PF3D7_0508600",355948,357049
"PF3D7_0508700",358035,362825
"PF3D7_0508800",362856,365744
"PF3D7_0508900",366627,376779
"PF3D7_0509000",376542,379117
"PF3D7_0509100",380595,386806
"PF3D7_0509200",386956,388505
"PF3D7_0509300",388184,389809
"PF3D7_0509400",389815,399902
"PF3D7_0509500",401124,402771
"PF3D7_0509600",402908,405758
"PF3D7_0509700",405961,407897
"PF3D7_0509800",409403,415758
"PF3D7_0509900",415972,417680
"PF3D7_0510000",417823,422380
"PF3D7_0510100",421563,431426
"PF3D7_0510200",436017,439924
"PF3D7_0510300",440724,442007
"PF3D7_0510400",443533,445913
"PF3D7_0510500",445554,448872
"PF3D7_0510600",451355,451434
"PF3D7_0510700",459301,460344
"PF3D7_0510800",461017,464399
"PF3D7_0510900",465782,465939
"PF3D7_0511000",467139,468451
"PF3D7_0511100",468884,470250
"PF3D7_0511200",470506,474400
"PF3D7_0511300",474407,478999
"PF3D7_0511400",481423,482568
"PF3D7_0511500",484937,517423
"PF3D7_0511600",517088,518520
"PF3D7_0511700",518405,520655
"PF3D7_0511800",520131,522996
"PF3D7_0511900",524501,527218
"PF3D7_0512000",527485,528969
"PF3D7_0512100",528729,529510
"PF3D7_0512200",529629,532277
"PF3D7_0512300",532825,534881
"PF3D7_0512400",536273,536977
"PF3D7_0512450",537499,539282
"PF3D7_0512500",539571,543685
"PF3D7_0512600",543951,546564
"PF3D7_0512700",546264,547814
"PF3D7_0512800",548139,553825
"PF3D7_0512900",553939,554787
"PF3D7_0513000",555264,556651
"PF3D7_0513100",556685,558060
"PF3D7_0513200",559099,569049
"PF3D7_0513300",568594,570527
"PF3D7_0513400",570684,572743
"PF3D7_0513500",573224,574334
"PF3D7_0513600",574365,579453
"PF3D7_0513700",580815,584424
"PF3D7_0513800",584878,586032
"PF3D7_0513900",587509,588764
"PF3D7_0514000",588921,590809
"PF3D7_0514100",591098,595679
"PF3D7_0514200",596622,599828
"PF3D7_0514300",599959,603868
"PF3D7_0514400",603951,604023
"PF3D7_0514500",604633,606347
"PF3D7_0514600",606433,609049
"PF3D7_0514700",610089,614771
"PF3D7_0514800",615232,618202
"PF3D7_0514900",618369,620372
"PF3D7_0515000",620377,624323
"PF3D7_0515100",624719,626844
"PF3D7_0515200",627289,627961
"PF3D7_0515300",628784,635412
"PF3D7_0515400",636591,640519
"PF3D7_0515500",641137,644685
"PF3D7_0515600",646042,652163
"PF3D7_0515700",653317,656149
"PF3D7_0515800",657947,659643
"PF3D7_0515900",659849,661610
"PF3D7_0516000",662435,667113
"PF3D7_0516100",667396,675244
"PF3D7_0516200",675278,677624
"PF3D7_0516300",677677,681517
"PF3D7_0516400",680968,682644
"PF3D7_0516500",683708,685859
"PF3D7_0516600",686350,693455
"PF3D7_0516700",693120,699060
"PF3D7_0516800",699574,708266
"PF3D7_0516900",712371,714307
"PF3D7_0517000",715214,717787
"PF3D7_0517100",717799,719939
"PF3D7_0517200",720614,722849
"PF3D7_0517300",723233,727755
"PF3D7_0517400",731350,735605
"PF3D7_0517500",735386,738469
"PF3D7_0517600",739651,741365
"PF3D7_0517700",742798,745633
"PF3D7_0517800",745798,746634
"PF3D7_0517900",747364,749746
"PF3D7_0518000",750421,752625
"PF3D7_0518100",753178,758036
"PF3D7_0518200",757797,759247
"PF3D7_0518300",759377,761483
"PF3D7_0518400",762103,762792
"PF3D7_0518500",762933,767061
"PF3D7_0518600",768798,774027
"PF3D7_0518700",774052,780916
"PF3D7_0518800",783638,784991
"PF3D7_0518900",785664,786565
"PF3D7_0519000",788099,790045
"PF3D7_0519100",790072,791204
"PF3D7_0519200",791256,793280
"PF3D7_0519300",795081,797815
"PF3D7_0519400",797479,799233
"PF3D7_0519500",801173,810530
"PF3D7_0519600",811849,815452
"PF3D7_0519700",816163,819538
"PF3D7_0519800",819888,824376
"PF3D7_0519900",825229,828230
"PF3D7_0520000",828277,830137
"PF3D7_0520100",830897,834873
"PF3D7_0520200",834812,837967
"PF3D7_0520300",837998,839532
"PF3D7_0520400",839260,841139
"PF3D7_0520500",841321,842672
"PF3D7_0520600",842960,845134
"PF3D7_0520700",845538,848991
"PF3D7_0520800",849251,856116
"PF3D7_0520900",856500,859367
"PF3D7_0521000",858511,861445
"PF3D7_0521100",861930,867583
"PF3D7_0521200",868694,869943
"PF3D7_0521300",870142,875484
"PF3D7_0521400",875800,877760
"PF3D7_0521500",877768,879984
"PF3D7_0521600",879807,881622
"PF3D7_0521700",882262,885355
"PF3D7_0521800",885714,888232
"PF3D7_0521900",888657,895144
"PF3D7_0522000",895431,897323
"PF3D7_0522100",897008,900527
"PF3D7_0522200",900568,902520
"PF3D7_0522300",902269,905399
"PF3D7_0522400",907140,937000
"PF3D7_0522500",937231,938037
"PF3D7_0522600",939097,942014
"PF3D7_0522700",942427,944106
"PF3D7_0522800",943731,945784
"PF3D7_0522900",948230,953960
"PF3D7_0523000",955955,963095
"PF3D7_0523100",962443,965404
"PF3D7_0523200",965466,970150
"PF3D7_0523300",969839,971652
"PF3D7_0523400",973038,976138
"PF3D7_0523500",976450,978046
"PF3D7_0523600",978381,979999
"PF3D7_0523700",980469,986038
"PF3D7_0523800",987076,992081
"PF3D7_0523900",992760,997375
"PF3D7_0524000",995782,1002522
"PF3D7_0524100",1002547,1008230
"PF3D7_0524200",1008263,1010159
"PF3D7_0524300",1010595,1012862
"PF3D7_0524400",1013254,1015395
"PF3D7_0524500",1015608,1017341
"PF3D7_0524600",1017358,1019072
"PF3D7_0524700",1018901,1020362
"PF3D7_0524800",1020924,1024781
"PF3D7_0524900",1026705,1030943
"PF3D7_0525000",1034754,1039424
"PF3D7_0525100",1040922,1043921
"PF3D7_0525200",1044284,1051519
"PF3D7_0525300",1052224,1053970
"PF3D7_0525400",1057597,1059130
"PF3D7_0525500",1059480,1065703
"PF3D7_0525600",1065902,1070111
"PF3D7_0525700",1068225,1070098
"PF3D7_0525800",1071094,1072988
"PF3D7_0525900",1073417,1075644
"PF3D7_0526000",1075782,1079027
"PF3D7_0526100",1079225,1081313
"PF3D7_0526200",1081123,1084702
"PF3D7_0526300",1085623,1087455
"PF3D7_0526400",1087761,1089508
"PF3D7_0526500",1090492,1095184
"PF3D7_0526600",1098833,1116194
"PF3D7_0526700",1117087,1119867
"PF3D7_0526800",1120104,1122685
"PF3D7_0526900",1122602,1124595
"PF3D7_0527000",1124729,1129071
"PF3D7_0527100",1129570,1131702
"PF3D7_0527200",1132901,1135534
"PF3D7_0527300",1135566,1138779
"PF3D7_0527400",1138602,1141621
"PF3D7_0527500",1142668,1145603
"PF3D7_0527600",1145803,1149684
"PF3D7_0527700",1150234,1150306
"PF3D7_0527800",1151227,1151309
"PF3D7_0527900",1153516,1156002
"PF3D7_0528000",1156067,1156986
"PF3D7_0528100",1157507,1162257
"PF3D7_0528200",1162969,1165509
"PF3D7_0528300",1166047,1169378
"PF3D7_0528400",1170170,1174394
"PF3D7_0528500",1174532,1177311
"PF3D7_0528600",1176626,1177319
"PF3D7_0528700",1178062,1179980
"PF3D7_0528800",1180162,1182686
"PF3D7_0528900",1183850,1186249
"PF3D7_0529000",1186294,1190130
"PF3D7_0529100",1190980,1192000
"PF3D7_0529200",1192973,1195332
"PF3D7_0529300",1195884,1197645
"PF3D7_0529400",1198563,1205743
"PF3D7_0529500",1206043,1207830
"PF3D7_0529600",1208390,1208462
"PF3D7_0529700",1208695,1212893
"PF3D7_0529800",1213104,1220543
"PF3D7_0529900",1219683,1223261
"PF3D7_0530000",1223345,1225947
"PF3D7_0530100",1225877,1228191
"PF3D7_0530200",1229052,1231469
"PF3D7_0530300",1231929,1238086
"PF3D7_0530400",1238120,1243999
"PF3D7_0530500",1244751,1248359
"PF3D7_0530600",1248232,1250252
"PF3D7_0530700",1250370,1254901
"PF3D7_0530750",1254200,1255290
"PF3D7_0530800",1255012,1257579
"PF3D7_0530900",1257680,1266372
"PF3D7_0531000",1266892,1269589
"PF3D7_0531100",1269832,1278893
"PF3D7_0531200",1279189,1280883
"PF3D7_0531300",1281104,1282484
"PF3D7_0531400",1282377,1286689
"PF3D7_0531500",1288559,1289308
"PF3D7_0531600",1289601,1291692
"PF3D7_0531700",1291693,1292051
"PF3D7_0531800",1292052,1292210
"PF3D7_0531900",1292211,1292409
"PF3D7_0532000",1292410,1296199
"PF3D7_0532100",1300188,1302740
"PF3D7_0532200",1303429,1304634
"PF3D7_0532300",1307099,1310572
"PF3D7_0532400",1311992,1315355
"PF3D7_0532500",1316238,1316874
"PF3D7_0532600",1317882,1319382
"PF3D7_0532800",1324239,1325027
"PF3D7_0532900",1326245,1327429
"PF3D7_0533000",1329555,1330808
"PF3D7_0601000",42097,43218
"PF3D7_0601100",44450,45216
"PF3D7_0601200",47172,48600
"PF3D7_0601300",48874,49722
"PF3D7_0601500",64746,67786
"PF3D7_0601600",68698,70201
"PF3D7_0601700",70948,71935
"PF3D7_0601800",74263,74413
"PF3D7_0601900",76204,79596
"PF3D7_0602000",81532,88869
"PF3D7_0602100",91725,97247
"PF3D7_0602200",97494,99410
"PF3D7_0602300",99781,100725
"PF3D7_0602400",101350,104706
"PF3D7_0602500",105022,107401
"PF3D7_0602600",106703,112376
"PF3D7_0602700",113592,115478
"PF3D7_0602800",115789,118379
"PF3D7_0602900",118239,120929
"PF3D7_0603000",121248,124846
"PF3D7_0603100",125002,127010
"PF3D7_0603200",128292,130385
"PF3D7_0603300",130191,132792
"PF3D7_0603400",132888,138199
"PF3D7_0603500",138667,141013
"PF3D7_0603600",140777,149585
"PF3D7_0603700",150279,152471
"PF3D7_0603800",152505,160682
"PF3D7_0603900",160825,162616
"PF3D7_0604000",163582,170363
"PF3D7_0604100",170776,178985
"PF3D7_0604200",180607,181669
"PF3D7_0604300",181680,184760
"PF3D7_0604400",184892,185843
"PF3D7_0604500",188237,198546
"PF3D7_0604600",198862,204355
"PF3D7_0604700",204545,206720
"PF3D7_0604800",206807,211802
"PF3D7_0604900",212174,213397
"PF3D7_0605000",213348,214430
"PF3D7_0605100",215004,220338
"PF3D7_0605200",220100,221977
"PF3D7_0605300",222150,224529
"PF3D7_0605400",224446,225095
"PF3D7_0605500",225346,227905
"PF3D7_0605600",228132,234835
"PF3D7_0605700",236397,237251
"PF3D7_0605800",237355,246015
"PF3D7_0605900",246321,249977
"PF3D7_0606000",249666,255695
"PF3D7_0606100",257163,260505
"PF3D7_0606200",260228,262593
"PF3D7_0606300",262635,263857
"PF3D7_0606400",263936,264830
"PF3D7_0606500",264901,269898
"PF3D7_0606600",270150,279739
"PF3D7_0606700",281991,287880
"PF3D7_0606800",287041,289722
"PF3D7_0606900",290146,292628
"PF3D7_0607000",291965,297805
"PF3D7_0607100",297941,301197
"PF3D7_0607200",301304,303478
"PF3D7_0607300",304088,306392
"PF3D7_0607400",306360,310500
"PF3D7_0607500",310779,313770
"PF3D7_0607600",311667,318394
"PF3D7_0607700",319519,329442
"PF3D7_0607800",329254,332013
"PF3D7_0607900",332329,335631
"PF3D7_0608000",335107,337484
"PF3D7_0608100",336465,342148
"PF3D7_0608200",341804,342871
"PF3D7_0608300",342351,347812
"PF3D7_0608310",347997,349756
"PF3D7_0608400",349769,350541
"PF3D7_0608500",350697,353774
"PF3D7_0608600",354683,356424
"PF3D7_0608700",357303,361171
"PF3D7_0608800",361326,363964
"PF3D7_0608900",363994,368548
"PF3D7_0609000",369043,388626
"PF3D7_0609100",388540,392142
"PF3D7_0609200",392371,394770
"PF3D7_0609300",396165,399337
"PF3D7_0609400",399357,402112
"PF3D7_0609500",402722,407242
"PF3D7_0609600",408041,412002
"PF3D7_0609700",412443,420258
"PF3D7_0609800",420422,423142
"PF3D7_0609900",423862,432332
"PF3D7_0610000",432378,434270
"PF3D7_0610100",434240,436684
"PF3D7_0610200",437200,440881
"PF3D7_0610300",442806,443219
"PF3D7_0610400",444363,445584
"PF3D7_0610500",444549,446775
"PF3D7_0610600",449004,452099
"PF3D7_0610700",452476,453446
"PF3D7_0610800",453671,456422
"PF3D7_0610900",456064,460886
"PF3D7_0611000",463021,465127
"PF3D7_0611100",466047,466537
"PF3D7_0611200",467227,469157
"PF3D7_0611300",469685,471521
"PF3D7_0611400",471256,474637
"PF3D7_0611500",482825,483907
"PF3D7_0611600",484649,487474
"PF3D7_0611700",488418,489504
"PF3D7_0611800",490750,501967
"PF3D7_0611900",505314,507593
"PF3D7_0612000",506386,508412
"PF3D7_0612100",508686,511919
"PF3D7_0612200",512392,519614
"PF3D7_0612300",520410,521138
"PF3D7_0612400",521142,522177
"PF3D7_0612500",522300,522665
"PF3D7_0612600",522936,525730
"PF3D7_0612700",525736,527850
"PF3D7_0612800",527873,529438
"PF3D7_0612900",530674,533646
"PF3D7_0613000",533673,535898
"PF3D7_0613100",537127,539045
"PF3D7_0613200",539074,539954
"PF3D7_0613300",539725,545452
"PF3D7_0613400",546920,548162
"PF3D7_0613500",547900,552544
"PF3D7_0613600",554117,559142
"PF3D7_0613700",558835,562741
"PF3D7_0613800",565925,579231
"PF3D7_0613900",579250,586589
"PF3D7_0614000",586596,589075
"PF3D7_0614100",589090,592978
"PF3D7_0614200",593122,595984
"PF3D7_0614300",596483,602866
"PF3D7_0614400",602024,605863
"PF3D7_0614500",605437,608581
"PF3D7_0614600",609088,611451
"PF3D7_0614700",612082,614491
"PF3D7_0614800",615060,617043
"PF3D7_0614900",617589,622087
"PF3D7_0615000",622098,623014
"PF3D7_0615100",622767,624490
"PF3D7_0615200",625120,627612
"PF3D7_0615300",627693,630345
"PF3D7_0615400",630396,642340
"PF3D7_0615500",642699,646241
"PF3D7_0615600",646286,655848
"PF3D7_0615700",656020,657929
"PF3D7_0615800",657706,662270
"PF3D7_0615900",662372,669026
"PF3D7_0616000",669060,671828
"PF3D7_0616100",671851,672965
"PF3D7_0616200",674071,676647
"PF3D7_0616300",676559,677881
"PF3D7_0616400",678087,684110
"PF3D7_0616500",684742,688857
"PF3D7_0616600",689086,691142
"PF3D7_0616700",691710,694810
"PF3D7_0616800",695090,698245
"PF3D7_0616900",698792,704220
"PF3D7_0617000",703477,705444
"PF3D7_0617100",707666,714669
"PF3D7_0617200",714972,720182
"PF3D7_0617300",720336,721721
"PF3D7_0617800",747329,749285
"PF3D7_0617900",753392,756429
"PF3D7_0618000",757278,761654
"PF3D7_0618100",761703,764548
"PF3D7_0618200",764260,765980
"PF3D7_0618300",767672,769944
"PF3D7_0618400",770147,772506
"PF3D7_0618500",774491,776051
"PF3D7_0618600",775980,777835
"PF3D7_0618700",778651,779988
"PF3D7_0618800",779480,783561
"PF3D7_0618900",784019,788588
"PF3D7_0619000",788061,796075
"PF3D7_0619100",796519,798904
"PF3D7_0619200",799040,803205
"PF3D7_0619300",802988,814565
"PF3D7_0619400",815190,818801
"PF3D7_0619500",819576,824325
"PF3D7_0619600",824758,828098
"PF3D7_0619700",828122,830389
"PF3D7_0619800",830916,839790
"PF3D7_0619900",839748,841672
"PF3D7_0620000",841846,843363
"PF3D7_0620100",845162,846452
"PF3D7_0620200",846523,848013
"PF3D7_0620300",848035,850864
"PF3D7_0620400",851162,853200
"PF3D7_0620500",853821,857324
"PF3D7_0620600",857342,858966
"PF3D7_0620700",858689,860721
"PF3D7_0620800",861017,861088
"PF3D7_0620900",861685,861765
"PF3D7_0621000",862450,865522
"PF3D7_0621100",865550,870507
"PF3D7_0621200",871089,873059
"PF3D7_0621300",873178,877670
"PF3D7_0621350",876679,877298
"PF3D7_0621400",878363,880852
"PF3D7_0621500",881823,883145
"PF3D7_0621600",883563,883644
"PF3D7_0621700",884024,890267
"PF3D7_0621800",890901,892882
"PF3D7_0621900",892883,896208
"PF3D7_0622000",896664,897983
"PF3D7_0622100",897970,902735
"PF3D7_0622200",903432,906428
"PF3D7_0622300",907610,911239
"PF3D7_0622400",911283,912177
"PF3D7_0622500",912197,914142
"PF3D7_0622600",914409,915450
"PF3D7_0622700",915905,917975
"PF3D7_0622800",918684,924649
"PF3D7_0622900",924060,932959
"PF3D7_0623000",936298,938735
"PF3D7_0623100",938917,944710
"PF3D7_0623200",945100,947629
"PF3D7_0623300",947121,949262
"PF3D7_0623400",950223,951506
"PF3D7_0623500",952825,955039
"PF3D7_0623600",955547,958868
"PF3D7_0623700",958885,962607
"PF3D7_0623800",962886,974547
"PF3D7_0623900",977162,978525
"PF3D7_0624000",980208,983258
"PF3D7_0624100",983297,985562
"PF3D7_0624200",984837,986998
"PF3D7_0624300",987808,989636
"PF3D7_0624400",989930,992253
"PF3D7_0624500",993658,996430
"PF3D7_0624600",998548,1009457
"PF3D7_0624700",1008978,1010796
"PF3D7_0624800",1011429,1014569
"PF3D7_0624900",1015681,1018905
"PF3D7_0625000",1019648,1022452
"PF3D7_0625100",1023015,1024214
"PF3D7_0625200",1024810,1026740
"PF3D7_0625300",1026468,1031411
"PF3D7_0625400",1031969,1034471
"PF3D7_0625500",1034313,1037552
"PF3D7_0625600",1037558,1042004
"PF3D7_0625700",1042132,1043395
"PF3D7_0625800",1043400,1045953
"PF3D7_0625900",1046986,1048052
"PF3D7_0626000",1048453,1055207
"PF3D7_0626100",1055904,1058812
"PF3D7_0626200",1058496,1060180
"PF3D7_0626300",1061115,1062891
"PF3D7_0626400",1064859,1068640
"PF3D7_0626500",1069962,1072805
"PF3D7_0626600",1073363,1074436
"PF3D7_0626700",1074341,1076871
"PF3D7_0626800",1078020,1082073
"PF3D7_0626840",1080331,1080559
"PF3D7_0626900",1082531,1084389
"PF3D7_0627000",1084110,1087609
"PF3D7_0627100",1087078,1094389
"PF3D7_0627200",1094737,1096373
"PF3D7_0627300",1096654,1098696
"PF3D7_0627400",1099753,1100995
"PF3D7_0627500",1100997,1103240
"PF3D7_0627600",1103388,1105825
"PF3D7_0627700",1105837,1113416
"PF3D7_0627800",1113448,1117623
"PF3D7_0627900",1118231,1121193
"PF3D7_0628000",1121527,1122523
"PF3D7_0628100",1122322,1154481
"PF3D7_0628200",1158605,1169668
"PF3D7_0628300",1169270,1174371
"PF3D7_0628400",1175869,1178588
"PF3D7_0628500",1178630,1180100
"PF3D7_0628600",1180102,1182381
"PF3D7_0628700",1183134,1185887
"PF3D7_0628800",1184868,1189014
"PF3D7_0628900",1189472,1193978
"PF3D7_0629000",1194304,1195217
"PF3D7_0629100",1195429,1198332
"PF3D7_0629200",1198354,1202056
"PF3D7_0629300",1204859,1208175
"PF3D7_0629400",1209083,1213867
"PF3D7_0629500",1213102,1217313
"PF3D7_0629600",1217321,1219766
"PF3D7_0629700",1221309,1243267
"PF3D7_0629800",1243321,1247814
"PF3D7_0629900",1248188,1251651
"PF3D7_0630000",1252052,1253985
"PF3D7_0630100",1254330,1256987
"PF3D7_0630200",1258880,1259939
"PF3D7_0630300",1260163,1270722
"PF3D7_0630400",1271808,1274009
"PF3D7_0630500",1275505,1278363
"PF3D7_0630600",1279742,1283475
"PF3D7_0630700",1284439,1287109
"PF3D7_0630800",1288066,1290942
"PF3D7_0630900",1290623,1293448
"PF3D7_0631000",1293965,1296496
"PF3D7_0631100",1297376,1300414
"PF3D7_0631300",1316873,1317721
"PF3D7_0701900",79450,83835
"PF3D7_0702000",83838,86436
"PF3D7_0702100",88685,90886
"PF3D7_0702200",91731,95602
"PF3D7_0702300",95444,99176
"PF3D7_0702400",100338,103399
"PF3D7_0702500",104012,106731
"PF3D7_0702600",109915,110178
"PF3D7_0702700",111473,111545
"PF3D7_0702800",112049,112132
"PF3D7_0702900",112576,114405
"PF3D7_0703000",115122,120892
"PF3D7_0703100",121061,122407
"PF3D7_0703200",122013,127441
"PF3D7_0703300",128111,129083
"PF3D7_0703400",129160,132186
"PF3D7_0703500",133470,143247
"PF3D7_0703600",143601,146565
"PF3D7_0703700",146573,148237
"PF3D7_0703800",149804,152980
"PF3D7_0703900",153119,167024
"PF3D7_0704000",167240,177537
"PF3D7_0704100",179797,191155
"PF3D7_0704200",190990,195252
"PF3D7_0704300",196266,203802
"PF3D7_0704400",204333,208447
"PF3D7_0704500",207891,213784
"PF3D7_0704600",214949,230713
"PF3D7_0704700",232362,237763
"PF3D7_0704800",237810,242106
"PF3D7_0704900",243898,245016
"PF3D7_0705000",245497,250602
"PF3D7_0705100",251976,255484
"PF3D7_0705200",255871,260931
"PF3D7_0705300",261340,264630
"PF3D7_0705400",264682,267876
"PF3D7_0705500",269635,280332
"PF3D7_0705600",280570,284888
"PF3D7_0705700",285012,286963
"PF3D7_0705800",287597,289088
"PF3D7_0705900",289460,291545
"PF3D7_0706000",292228,297493
"PF3D7_0706100",297233,303776
"PF3D7_0706200",303964,305242
"PF3D7_0706300",305264,306466
"PF3D7_0706400",306475,308427
"PF3D7_0706500",309725,316861
"PF3D7_0706600",319757,322639
"PF3D7_0706700",322907,325528
"PF3D7_0706800",326072,326144
"PF3D7_0706900",326726,326797
"PF3D7_0707000",327865,327937
"PF3D7_0707100",329012,329084
"PF3D7_0707200",329719,336587
"PF3D7_0707300",337720,343059
"PF3D7_0707400",343620,346688
"PF3D7_0707420",383172,383519
"PF3D7_0707500",347664,353625
"PF3D7_0707600",353757,355465
"PF3D7_0707700",356174,360641
"PF3D7_0707800",360813,365795
"PF3D7_0707900",366092,368080
"PF3D7_0708000",368274,372081
"PF3D7_0708100",372302,373569
"PF3D7_0708200",374243,377393
"PF3D7_0708300",377674,379642
"PF3D7_0708400",380449,385546
"PF3D7_0708500",385186,388646
"PF3D7_0708600",389473,390365
"PF3D7_0708700",390832,392770
"PF3D7_0708800",393813,399112
"PF3D7_0708900",398963,400872
"PF3D7_0709000",402385,406341
"PF3D7_0709050",406820,407448
"PF3D7_0709100",407818,412040
"PF3D7_0709200",412092,413161
"PF3D7_0709300",413560,422436
"PF3D7_0709400",422674,427278
"PF3D7_0709500",427513,429738
"PF3D7_0709600",429537,433997
"PF3D7_0709700",434748,436518
"PF3D7_0709800",437183,438431
"PF3D7_0709900",438115,445951
"PF3D7_0710000",447209,458876
"PF3D7_0710100",459688,461959
"PF3D7_0710200",462183,472293
"PF3D7_0710300",472306,474069
"PF3D7_0710400",474350,475968
"PF3D7_0710500",475796,477592
"PF3D7_0710600",478345,479945
"PF3D7_0710700",480710,482347
"PF3D7_0710800",482351,484169
"PF3D7_0710900",484253,486321
"PF3D7_0711000",486497,491719
"PF3D7_0711100",491933,494421
"PF3D7_0711200",494948,498596
"PF3D7_0711300",499135,500245
"PF3D7_0711400",500019,503352
"PF3D7_0711500",504540,507864
"PF3D7_0711600",508474,508608
"PF3D7_0713000",602141,603381
"PF3D7_0713100",605369,606780
"PF3D7_0713200",606547,608612
"PF3D7_0713400",612059,613810
"PF3D7_0713500",613821,617804
"PF3D7_0713600",617889,621078
"PF3D7_0713700",621090,623717
"PF3D7_0713800",623870,625625
"PF3D7_0713900",626391,641230
"PF3D7_0714000",642200,643997
"PF3D7_0714100",646719,648767
"PF3D7_0714200",650460,655136
"PF3D7_0714300",656565,662123
"PF3D7_0714400",662068,664084
"PF3D7_0714500",664252,667474
"PF3D7_0714600",667505,670119
"PF3D7_0714700",670795,670866
"PF3D7_0714800",671656,671735
"PF3D7_0714900",672735,672816
"PF3D7_0715000",673042,674476
"PF3D7_0715100",674505,675251
"PF3D7_0715200",675522,682899
"PF3D7_0715300",683130,686996
"PF3D7_0715400",687618,689135
"PF3D7_0715500",689176,690393
"PF3D7_0715600",690902,693820
"PF3D7_0715700",694095,695200
"PF3D7_0715800",695091,697180
"PF3D7_0715900",697965,701574
"PF3D7_0716000",702601,706721
"PF3D7_0716100",706991,711199
"PF3D7_0716200",711820,715046
"PF3D7_0716300",716275,719340
"PF3D7_0716400",719353,721623
"PF3D7_0716500",721717,725068
"PF3D7_0716600",725093,727476
"PF3D7_0716700",728081,731148
"PF3D7_0716800",731974,734370
"PF3D7_0716900",734609,737460
"PF3D7_0717000",737988,741576
"PF3D7_0717100",741609,744981
"PF3D7_0717200",745040,747459
"PF3D7_0717300",747860,751189
"PF3D7_0717400",751584,755027
"PF3D7_0717500",755098,758456
"PF3D7_0717600",758490,763360
"PF3D7_0717700",764201,766451
"PF3D7_0717800",767357,771949
"PF3D7_0717900",772279,775568
"PF3D7_0718000",776141,795637
"PF3D7_0718100",795957,805184
"PF3D7_0718300",812301,820635
"PF3D7_0718400",821738,823473
"PF3D7_0718500",824069,826448
"PF3D7_0718600",826587,831534
"PF3D7_0718700",831360,833140
"PF3D7_0718800",833630,835051
"PF3D7_0718900",835957,836861
"PF3D7_0719000",837682,839204
"PF3D7_0719100",838686,840277
"PF3D7_0719200",840693,843025
"PF3D7_0719300",843566,848302
"PF3D7_0719400",848223,853891
"PF3D7_0719500",854313,857078
"PF3D7_0719600",858476,861392
"PF3D7_0719700",859916,863337
"PF3D7_0719800",862922,865648
"PF3D7_0719900",865738,876273
"PF3D7_0720000",876312,877716
"PF3D7_0720100",877733,879225
"PF3D7_0720200",879431,880461
"PF3D7_0720300",880465,880863
"PF3D7_0720400",882414,885394
"PF3D7_0720500",885897,888194
"PF3D7_0720600",887432,890648
"PF3D7_0720700",889883,899213
"PF3D7_0720800",899525,901353
"PF3D7_0720900",901363,903408
"PF3D7_0721000",903558,914883
"PF3D7_0721100",915483,917854
"PF3D7_0721200",917535,921058
"PF3D7_0721300",921511,925761
"PF3D7_0721400",925872,928510
"PF3D7_0721500",928514,931139
"PF3D7_0721600",930961,933016
"PF3D7_0721700",935116,937312
"PF3D7_0721800",937845,939457
"PF3D7_0721900",939284,941111
"PF3D7_0722000",941358,943425
"PF3D7_0722100",943456,945979
"PF3D7_0722200",946077,949317
"PF3D7_0722300",948774,953832
"PF3D7_0722400",954400,956685
"PF3D7_0722500",956747,958325
"PF3D7_0722600",958352,961340
"PF3D7_0722700",961629,963030
